סמל_ישוב,שם_ישוב,סמל_נפה,נפה,קוד_לשכת_מנא,לשכת_מנא,קוד_מועצה_אזורית,מועצה_אזורית,סהכ,גיל_0_5,גיל_6_18,גיל_19_45,גיל_46_55,גיל_56_64,גיל_65_פלוס
264       ,שער הגולן                ,22        ,כנרת                     ,22        ,טבריה                    ,6         ,עמק הירדן                ,627       ,42        ,95        ,186       ,76        ,52        ,176
265       ,בית יוסף                 ,23        ,עפולה                    ,23        ,עפולה                    ,7         ,עמק המעיינות             ,495       ,45        ,82        ,195       ,57        ,59        ,57
267       ,כפר שמריהו               ,51        ,תל אביב                  ,57        ,הרצליה                   ,0         ,                         ,2522      ,132       ,450       ,707       ,322       ,290       ,621
268       ,טירת צבי                 ,23        ,עפולה                    ,23        ,עפולה                    ,7         ,עמק המעיינות             ,916       ,108       ,294       ,297       ,59        ,33        ,125
269       ,מולדת                    ,23        ,עפולה                    ,23        ,עפולה                    ,8         ,הגלבוע                   ,1230      ,96        ,317       ,398       ,201       ,78        ,140
270       ,עין השופט                ,23        ,עפולה                    ,23        ,עפולה                    ,13        ,מגידו                    ,1171      ,61        ,168       ,398       ,137       ,90        ,317
272       ,מעוז חיים                ,23        ,עפולה                    ,23        ,עפולה                    ,7         ,עמק המעיינות             ,594       ,37        ,72        ,245       ,59        ,52        ,129
273       ,עין גב                   ,22        ,כנרת                     ,22        ,טבריה                    ,6         ,עמק הירדן                ,654       ,67        ,89        ,244       ,58        ,72        ,124
274       ,כפר מנחם                 ,61        ,אשקלון                   ,61        ,אשקלון                   ,35        ,יואב                     ,1443      ,79        ,474       ,387       ,266       ,68        ,169
276       ,צור משה                  ,41        ,השרון                    ,41        ,נתניה                    ,18        ,לב השרון                 ,2903      ,184       ,880       ,885       ,546       ,157       ,251
278       ,אושה                     ,31        ,חיפה                     ,31        ,חיפה                     ,12        ,זבולון                   ,529       ,62        ,86        ,173       ,69        ,46        ,93
280       ,חניתה                    ,24        ,עכו                      ,24        ,עכו                      ,4         ,מטה אשר                  ,996       ,62        ,204       ,316       ,136       ,84        ,194
281       ,פקיעין חדשה              ,24        ,עכו                      ,24        ,עכו                      ,52        ,מעלה יוסף                ,496       ,74        ,94        ,195       ,50        ,52        ,31
